location,id,price,description,year
ATTARD,2004593,€340000," A highly finished APARTMENT in a block of only 3 being sold partly furnished. Comprising of a large open plan fitted kitchen/living/dining, 3 double bedrooms, ensuite, walk in wardrobe, study area, main bathroom, washroom front and back terraces. Freehold.",2021
ZURRIEQ,2005049,€280000," Ready to move into and very well kept third floor APARTMENT, being sold fully- furnished. Consists of an open plan kitchen/living/dining area, 3 bedrooms, 1 bathroom and a small terrace. Property has part of roof for drying clothes. Property is also freehold.",2021
ST JULIANS,2005029,€275000," Ready to move into first floor APARTMENT being sold furnished and situated close to all amenities. Layout comprises of a separate living/dining room, front balcony, kitchen/dining area, 1 bathroom, box room, 2 double bedrooms and ensuite. An optional 1 car space is available. Can be converted into 3 bedrooms.",2021
ST VENERA,2004876,€265000," Large First floor APARTMENT (170sqm) being sold furnished.Layout comprises of a sitting/dining, front balcony, 1 bathroom, 3 bedrooms, ensuite, separate kitchen/dining and a backyard. This property also has part of roof with washroom and 1 car street level garage interconnected by lift included in price.",2021
ST VENERA,2004890,€307000," Ready to move into second floor APARTMENT served with lift and plan kitchen/living/dining, front balcony, 1 bathroom, 3 bedrooms, ensuite and back situated in a quiet area close to all amenities. Layout comprises of a 40 sqm open balcony.Property is being sold furnished. Freehold.",2021
XEMXIJA,2004778,€235000," New on the market is this 3 bedroom APARTMENT situated on the second floor in a block of only 3 units and located in quiet road near all amenities, a 1 and a half car interconnected garage also included. Being sold fully furnished and ready to move into.",2021
XGHAJRA,2004878,€254000," New on the market gorgeous fully furnished APARTMENT with own private part of roof terrace.comprises a spacious open plan kitchen/living/dining, balcony with views, spacious corridor, bathroom and 3 bedrooms and ensuite.Perfectly situated in a quiet area and just seconds away from the sea.",2021
ZABBAR,2005022,€239000," Ready to move into second floor APARTMENT served with lift being sold furnished and situated close to all amenities. Layout comprises of a kitchen/dining area, separate living room, front balcony, 1 bathroom, 3 bedrooms, ensuite and back balcony. This property also owns part of roof with washroom. Freehold.",2021
ZEBBUG,2005081,€190000," Corner third floor APARTMENT served with lift and situated in a quiet area close to all amenities. Layout comprises of an open plan kitchen/living/dining area, front balcony, 1 bathroom, 2 bedrooms and a front terrace. Property is going to be sold partly furnished. Freehold.",2021
ZEBBUG,2004880,€199000," Very well kept ground floor furnished APARTMENT, ready to move into, located in a nice and quiet residential area. Property consists of an open plan Kitchen/dining/living area upon entrance, 2 double bedrooms, ensuite, main bathroom, front terrace and a backyard. Property is being sold fully furnished and is Freehold.",2021
BALZAN,2004383,€430000," A choice of 2 brand new third floor APARTMENTS measuring 147sqm, being sold highly finished and fully furnished. Comprising a welcoming open plan fitted kitchen/living/dining, 3 bedrooms, 2 bathrooms, boxroom, front and back terraces. They are fully equipped including A/C units and situated in a quiet area. Freehold.",2021
BIRKIRKARA,2004947,€215000," First floor APARTMENT served with lift being sold partly furnished and situated close to all amenities. Layout comprises of an open plan kitchen/living/dining area, front balcony, 1 bathroom, 3 bedrooms, ensuite and back balcony.This property also has use of shared roof with washroom.",2021
ATTARD,2003818,€265000," Fully furnished 3 bedroom APARTMENT in the core area of Attard. Apartment is on the first floor and served with lift. Layout consists of a spacious kitchen/dining/living, 3 bedrooms, ensuite, bathroom, boxroom, front and back balconies. Optional 2 car garage. Freehold.",2021
BIRKIRKARA,2005015,€260000," In a quiet area of Birkirkara is this nicely finished 3rd floor APARTMENT, served with lift, comprising large open plan kitchen/living/dining, 3 bedrooms, 1 bathroom, ensuite, and ACs in every room including kitchen. Property enjoys a large washroom with a good sized part of roof and solar panels.",2021
BALZAN,2005070,€365000," Bright corner APARTMENT in this sought after location of Balzan, in a small block of only 6 served with lift. Layout consists of an open plan kitchen/living/dining area, a corner balcony, 3 double bedrooms, ensuite, 1 bathroom and laundry room. Optional garage available. Owners Best Office 2149 2299 7949 2299",2021
BUGIBBA,2004752,€456000,,2021
ATTARD,2004956,€325000," Large 150 sqm APARTMENT centrally located ready to move into. Property is situated in a small block of 4 and enjoys a wide frontage of 7.5m (25ft) and large open plan of 65sqm with front balcony. Property comes complete with a fully fitted kitchen with modern appliances and island, a separate laundry and 1 bathroom and a wide corridor leading to 3 double bedrooms (main en-suite) and 2 back balconies.Optional 1 car garages are available. Freehold.",2021
BALZAN,2005072,€320000," Large furnished APARTMENT enjoying an open plan kitchen/living/dining area, 1 bathroom, laundry room, 3 double bedrooms, ensuite and a 1 car interconnected lock up garage. Ideal for first time buyers or as a rental investment.",2021
BUGIBBA,2004258,€170000," Third floor APARTMENT served with lift measuring approximately kitchen/living/dining, 2 balconies, 2 bedrooms and 2 bathrooms. Property is going to 90sqm and situated close to all amenities. Layout comprises of a be sold furnished. Price negotiable.",2021
BUGIBBA,2004679,€186000," Ready to move into second floor APARTMENT served with lift and situated close to all amenities. Layout comprises of a living room, front balcony, bathroom and 2 bedrooms. Property is going to be old furnished.",2021
GHARGHUR,2004431,€299000," Ready to move in APARTMENT with common parts newly refurbished and brand new lift. Having an open plan kitchen/living/dining, front balcony, side country views, 3 bedrooms, ensuite, bathroom, washroom and a back balcony. Fully furnished with solid wood kitchen and Bosch appliances, a fireplace, and solid wood internal doors.",2021
GHADIRA,2001881,€212000," An opportunity to acquire a third floor APARTMENT in a sought after area in Mellieha. Comprising an open plan kitchen/living/dining, good sized front terrace with sea views, 2 double bedrooms, main bedroom having a back terrace and a bathroom. Being sold with airspace which can be built further. Worth viewing.",2021
IKLIN,2004873,€225000," Located in a highly sought after residential area of Iklin, a first floor corner APARTMENT being sold furnished and forms part of a block of only 2. Featuring a welcoming sitting area, a separate kitchen/dining having a front balcony, a main bathroom and 2 double bedrooms. Owners Best Office 2149 2299 7949 2299",2021
MARSASCALA,2005042,€395000," Fifth floor PENTHOUSE served with lift being sold furnished including airspace and situated close to all amenities, minutes away from the beach. Comprising separate living room, a front terrace enjoying side sea and country views, kitchen/dining area, 1 bathroom, 3 bedrooms, ensuite, washroom and a back balcony.",2021
QAWRA,2002214,€450000," Fully furnished PENTHOUSE served with lift. Having open plan kitchen/living/dining, massive 88sqm front terrace with BBQ area, 3 double bedrooms, bathroom, ensuite, washroom, boxroom, 2 back terraces and full airspace with potential to develop another floor. Optional 3 car garage with storage space available.",2021
QAWRA,2004268,€370000," Highly finished PENTHOUSE (175sqm) served with lift. Layout comprises of an open plan kitchen/living/dining, a large front terrace that can be used for entertaining, bathroom, 3 bedrooms, 2 ensuites and back balcony. Property is being sold including airspace. Garages available for hire. Freehold.",2021
QAWRA,2004452,€360000," Located In a very good area of Bugibba 3 bedroom fully furnished PENTHOUSE with open distant sea views. Having open plan kitchen/living, 40sqm terrace, 3 double bedrooms-all airconditioned and have all windows facing outwards giving the bedrooms ample light. Complementing the property is a 3 car garage.",2021
QAWRA,2003556,€308000," Ready to move into, double fronted PENTHOUSE situated in the heart of Qawra and close to all the amenities and being sold partly furnished. Comprising a spacious kitchen/living/dining leading to a very large front terrace, 3 bedrooms, bathroom, ensuite and a back terrace. Optional garage also available. Freehold.",2021
SWIEQI,2004998,€595000," Fully furnished and highly finished, 4th floor DUPLEX PENTHOUSE, in the heart of Sliema. Layout comprises of an open plan living/dining room, separate kitchen area, 3 double bedrooms, 2 bathrooms, a front balcony and terrace. Property enjoys distant sea views from the top floor. Freehold.",2021
BIRKIRKARA,2004283,€195000," A great startup property. Fully furnished 2 bedroom PENTHOUSE forming part of a small block, served with lift and located close to Birkirkara Stazzjon. Comprising a separate sitting, front terrace, bathroom, spacious kitchen and dining area surrounded by 2 bedrooms, and a large back terrace with washroom. Owners Best Office 2149 2299 7949 2299",2021
QAWRA,2002244,€495000," Remarkable 235sqm DUPLEX PENTHOUSE in one of the most sought-after areas of Qawra and being sold fully furnished with brand new furniture and appliances. Having hall, 3 double bedrooms, ensuite, walk in wardrobe and bathroom on the lower level. On the top floor are kitchen/ living/dining leading to the front terrace enjoying unobstructed country views and distant sea views, study/bedroom and bathroom. Optional 2 lock-up garages available. Airspace Included.",2021
ATTARD,2005033,€475000, Beautifully finished and fully furnished duplex PENTHOUSE.Comprising,2021
MOSTA,2004185,€870000," Luxury semi detached PENTHOUSE (384sqm) with heated, self cleaning, salt pool 22SQM (with electrical cover), spa jets and counter current. ODZ views from all the rooms. Solar and thermal block apertures, sound and thermal insulation, underfloor heating, and ACs throughout. 3 bedrooms, walk-in w/r, ensuite, study, large living/dining, kitchen and pantry, terrace with pool, a kitchenette, a fire pit, pergola with a lounge area, outdoor gym, and washroom. Optional 2 car garage.",2021
BUGIBBA,2004849,€2750002," PENTHOUSE situated only a corner away from Seafront. Being sold fully furnished. Layout consists of an open plan kitchen/ living/dining leading to a good size terrace, 2 bedrooms, main bathroom, boxroom and back terrace with storage. Penthouse is being sold with air space and it is possible to built another floor. Owners Best Office 2149 2299 7949 2299",2021
